=== 1. COUNT DE TABLAS ===
Pasajeros: 98617
Fechas de Salida: 220
Aeropuertos Salida: 9062
Aeropuertos Llegada: 9024
Pilotos: 98605
Estados: 3
Vuelos: 59656

=== 2. PASAJEROS POR GÉNERO ===
Male: 50.29%
Female: 49.71%

=== 3. NACIONALIDADES CON SU MES/AÑO DE MAYOR FECHA DE SALIDA ===
Nacionalidad: Afghanistan, Año: 2022, Mes: 1, Vuelos: 18
Nacionalidad: Central African Republic, Año: 2022, Mes: 4, Vuelos: 3
Nacionalidad: Central African Republic, Año: 2022, Mes: 5, Vuelos: 4
Nacionalidad: Central African Republic, Año: 2022, Mes: 6, Vuelos: 2
Nacionalidad: Central African Republic, Año: 2022, Mes: 7, Vuelos: 3
Nacionalidad: Central African Republic, Año: 2022, Mes: 8, Vuelos: 2
Nacionalidad: Central African Republic, Año: 2022, Mes: 9, Vuelos: 4
Nacionalidad: Central African Republic, Año: 2022, Mes: 10, Vuelos: 3
Nacionalidad: Central African Republic, Año: 2022, Mes: 11, Vuelos: 2
Nacionalidad: Central African Republic, Año: 2022, Mes: 12, Vuelos: 3
Nacionalidad: Chad, Año: 2022, Mes: 1, Vuelos: 8
Nacionalidad: Chad, Año: 2022, Mes: 2, Vuelos: 7
Nacionalidad: Chad, Año: 2022, Mes: 3, Vuelos: 2
Nacionalidad: Chad, Año: 2022, Mes: 4, Vuelos: 3
Nacionalidad: Chad, Año: 2022, Mes: 5, Vuelos: 4
Nacionalidad: Chad, Año: 2022, Mes: 6, Vuelos: 5
Nacionalidad: Chad, Año: 2022, Mes: 7, Vuelos: 6
Nacionalidad: Chad, Año: 2022, Mes: 8, Vuelos: 6
Nacionalidad: Chad, Año: 2022, Mes: 9, Vuelos: 4
Nacionalidad: Chad, Año: 2022, Mes: 10, Vuelos: 2
Nacionalidad: Chad, Año: 2022, Mes: 11, Vuelos: 3
Nacionalidad: Chad, Año: 2022, Mes: 12, Vuelos: 2
Nacionalidad: Chile, Año: 2022, Mes: 1, Vuelos: 12
Nacionalidad: Chile, Año: 2022, Mes: 2, Vuelos: 6
Nacionalidad: Chile, Año: 2022, Mes: 3, Vuelos: 15
Nacionalidad: Chile, Año: 2022, Mes: 4, Vuelos: 15
Nacionalidad: Chile, Año: 2022, Mes: 5, Vuelos: 12
Nacionalidad: Chile, Año: 2022, Mes: 6, Vuelos: 15
Nacionalidad: Chile, Año: 2022, Mes: 7, Vuelos: 13
Nacionalidad: Chile, Año: 2022, Mes: 8, Vuelos: 17
Nacionalidad: Chile, Año: 2022, Mes: 9, Vuelos: 13
Nacionalidad: Chile, Año: 2022, Mes: 10, Vuelos: 13
Nacionalidad: Chile, Año: 2022, Mes: 11, Vuelos: 13
Nacionalidad: Chile, Año: 2022, Mes: 12, Vuelos: 12
Nacionalidad: China, Año: 2022, Mes: 1, Vuelos: 913
Nacionalidad: China, Año: 2022, Mes: 2, Vuelos: 859
Nacionalidad: China, Año: 2022, Mes: 3, Vuelos: 996
Nacionalidad: China, Año: 2022, Mes: 4, Vuelos: 873
Nacionalidad: China, Año: 2022, Mes: 5, Vuelos: 974
Nacionalidad: China, Año: 2022, Mes: 6, Vuelos: 891
Nacionalidad: China, Año: 2022, Mes: 7, Vuelos: 957
Nacionalidad: China, Año: 2022, Mes: 8, Vuelos: 980
Nacionalidad: China, Año: 2022, Mes: 9, Vuelos: 888
Nacionalidad: China, Año: 2022, Mes: 10, Vuelos: 985
Nacionalidad: China, Año: 2022, Mes: 11, Vuelos: 879
Nacionalidad: China, Año: 2022, Mes: 12, Vuelos: 874
Nacionalidad: Christmas Island, Año: 2022, Mes: 7, Vuelos: 1
Nacionalidad: Cocos Islands, Año: 2022, Mes: 10, Vuelos: 2
Nacionalidad: Colombia, Año: 2022, Mes: 1, Vuelos: 73
Nacionalidad: Colombia, Año: 2022, Mes: 2, Vuelos: 50
Nacionalidad: Colombia, Año: 2022, Mes: 3, Vuelos: 64
Nacionalidad: Colombia, Año: 2022, Mes: 4, Vuelos: 71
Nacionalidad: Colombia, Año: 2022, Mes: 5, Vuelos: 75
Nacionalidad: Colombia, Año: 2022, Mes: 6, Vuelos: 82
Nacionalidad: Colombia, Año: 2022, Mes: 7, Vuelos: 65
Nacionalidad: Colombia, Año: 2022, Mes: 8, Vuelos: 56
Nacionalidad: Colombia, Año: 2022, Mes: 9, Vuelos: 79
Nacionalidad: Colombia, Año: 2022, Mes: 10, Vuelos: 68
Nacionalidad: Colombia, Año: 2022, Mes: 11, Vuelos: 69
Nacionalidad: Colombia, Año: 2022, Mes: 12, Vuelos: 70
Nacionalidad: Comoros, Año: 2022, Mes: 1, Vuelos: 4
Nacionalidad: Comoros, Año: 2022, Mes: 2, Vuelos: 3
Nacionalidad: Comoros, Año: 2022, Mes: 3, Vuelos: 3
Nacionalidad: Comoros, Año: 2022, Mes: 4, Vuelos: 3
Nacionalidad: Comoros, Año: 2022, Mes: 5, Vuelos: 8
Nacionalidad: Comoros, Año: 2022, Mes: 6, Vuelos: 6
Nacionalidad: Comoros, Año: 2022, Mes: 7, Vuelos: 4
Nacionalidad: Comoros, Año: 2022, Mes: 8, Vuelos: 5
Nacionalidad: Comoros, Año: 2022, Mes: 9, Vuelos: 6
Nacionalidad: Comoros, Año: 2022, Mes: 10, Vuelos: 7
Nacionalidad: Comoros, Año: 2022, Mes: 11, Vuelos: 3
Nacionalidad: Comoros, Año: 2022, Mes: 12, Vuelos: 2
Nacionalidad: Costa Rica, Año: 2022, Mes: 1, Vuelos: 11
Nacionalidad: Costa Rica, Año: 2022, Mes: 2, Vuelos: 8
Nacionalidad: Costa Rica, Año: 2022, Mes: 3, Vuelos: 12
Nacionalidad: Costa Rica, Año: 2022, Mes: 4, Vuelos: 11
Nacionalidad: Costa Rica, Año: 2022, Mes: 5, Vuelos: 13
Nacionalidad: Costa Rica, Año: 2022, Mes: 6, Vuelos: 6
Nacionalidad: Costa Rica, Año: 2022, Mes: 7, Vuelos: 6
Nacionalidad: Costa Rica, Año: 2022, Mes: 8, Vuelos: 13
Nacionalidad: Costa Rica, Año: 2022, Mes: 9, Vuelos: 10
Nacionalidad: Costa Rica, Año: 2022, Mes: 10, Vuelos: 6
Nacionalidad: Costa Rica, Año: 2022, Mes: 11, Vuelos: 7
Nacionalidad: Costa Rica, Año: 2022, Mes: 12, Vuelos: 14
Nacionalidad: Croatia, Año: 2022, Mes: 1, Vuelos: 26
Nacionalidad: Croatia, Año: 2022, Mes: 2, Vuelos: 26
Nacionalidad: Croatia, Año: 2022, Mes: 3, Vuelos: 28
Nacionalidad: Croatia, Año: 2022, Mes: 4, Vuelos: 24
Nacionalidad: Croatia, Año: 2022, Mes: 5, Vuelos: 28
Nacionalidad: Croatia, Año: 2022, Mes: 6, Vuelos: 28
Nacionalidad: Croatia, Año: 2022, Mes: 7, Vuelos: 28
Nacionalidad: Croatia, Año: 2022, Mes: 8, Vuelos: 22
Nacionalidad: Croatia, Año: 2022, Mes: 9, Vuelos: 25
Nacionalidad: Croatia, Año: 2022, Mes: 10, Vuelos: 31
Nacionalidad: Croatia, Año: 2022, Mes: 11, Vuelos: 28
Nacionalidad: Croatia, Año: 2022, Mes: 12, Vuelos: 20
Nacionalidad: Cuba, Año: 2022, Mes: 1, Vuelos: 20
Nacionalidad: Cuba, Año: 2022, Mes: 2, Vuelos: 14
Nacionalidad: Cuba, Año: 2022, Mes: 3, Vuelos: 18
Nacionalidad: Cuba, Año: 2022, Mes: 4, Vuelos: 20
Nacionalidad: Cuba, Año: 2022, Mes: 5, Vuelos: 13
Nacionalidad: Cuba, Año: 2022, Mes: 6, Vuelos: 18
Nacionalidad: Cuba, Año: 2022, Mes: 7, Vuelos: 19
Nacionalidad: Cuba, Año: 2022, Mes: 8, Vuelos: 17
Nacionalidad: Cuba, Año: 2022, Mes: 9, Vuelos: 21
Nacionalidad: Cuba, Año: 2022, Mes: 10, Vuelos: 17
Nacionalidad: Cuba, Año: 2022, Mes: 11, Vuelos: 18
Nacionalidad: Cuba, Año: 2022, Mes: 12, Vuelos: 14
Nacionalidad: Curacao, Año: 2022, Mes: 2, Vuelos: 1
Nacionalidad: Curacao, Año: 2022, Mes: 4, Vuelos: 1
Nacionalidad: Cyprus, Año: 2022, Mes: 1, Vuelos: 10
Nacionalidad: Cyprus, Año: 2022, Mes: 2, Vuelos: 7
Nacionalidad: Cyprus, Año: 2022, Mes: 3, Vuelos: 7
Nacionalidad: Cyprus, Año: 2022, Mes: 4, Vuelos: 4
Nacionalidad: Cyprus, Año: 2022, Mes: 5, Vuelos: 6
Nacionalidad: Cyprus, Año: 2022, Mes: 6, Vuelos: 2
Nacionalidad: Cyprus, Año: 2022, Mes: 7, Vuelos: 5
Nacionalidad: Cyprus, Año: 2022, Mes: 8, Vuelos: 6
Nacionalidad: Cyprus, Año: 2022, Mes: 9, Vuelos: 7
Nacionalidad: Cyprus, Año: 2022, Mes: 10, Vuelos: 5
Nacionalidad: Cyprus, Año: 2022, Mes: 11, Vuelos: 2
Nacionalidad: Cyprus, Año: 2022, Mes: 12, Vuelos: 6
Nacionalidad: Czech Republic, Año: 2022, Mes: 1, Vuelos: 87
Nacionalidad: Czech Republic, Año: 2022, Mes: 2, Vuelos: 80
Nacionalidad: Czech Republic, Año: 2022, Mes: 3, Vuelos: 93
Nacionalidad: Czech Republic, Año: 2022, Mes: 4, Vuelos: 79
Nacionalidad: Czech Republic, Año: 2022, Mes: 5, Vuelos: 79
Nacionalidad: Czech Republic, Año: 2022, Mes: 6, Vuelos: 80
Nacionalidad: Czech Republic, Año: 2022, Mes: 7, Vuelos: 95
Nacionalidad: Czech Republic, Año: 2022, Mes: 8, Vuelos: 96
Nacionalidad: Czech Republic, Año: 2022, Mes: 9, Vuelos: 76
Nacionalidad: Czech Republic, Año: 2022, Mes: 10, Vuelos: 91
Nacionalidad: Czech Republic, Año: 2022, Mes: 11, Vuelos: 88
Nacionalidad: Czech Republic, Año: 2022, Mes: 12, Vuelos: 87
Nacionalidad: Democratic Republic of the Congo, Año: 2022, Mes: 1, Vuelos: 9
Nacionalidad: Democratic Republic of the Congo, Año: 2022, Mes: 2, Vuelos: 3
Nacionalidad: Democratic Republic of the Congo, Año: 2022, Mes: 3, Vuelos: 5
Nacionalidad: Democratic Republic of the Congo, Año: 2022, Mes: 4, Vuelos: 15
Nacionalidad: Democratic Republic of the Congo, Año: 2022, Mes: 5, Vuelos: 13
Nacionalidad: Democratic Republic of the Congo, Año: 2022, Mes: 6, Vuelos: 7
Nacionalidad: Democratic Republic of the Congo, Año: 2022, Mes: 7, Vuelos: 5
Nacionalidad: Democratic Republic of the Congo, Año: 2022, Mes: 8, Vuelos: 11
Nacionalidad: Democratic Republic of the Congo, Año: 2022, Mes: 9, Vuelos: 4
Nacionalidad: Democratic Republic of the Congo, Año: 2022, Mes: 10, Vuelos: 9
Nacionalidad: Democratic Republic of the Congo, Año: 2022, Mes: 11, Vuelos: 4
Nacionalidad: Democratic Republic of the Congo, Año: 2022, Mes: 12, Vuelos: 6
Nacionalidad: Denmark, Año: 2022, Mes: 1, Vuelos: 7
Nacionalidad: Denmark, Año: 2022, Mes: 2, Vuelos: 8
Nacionalidad: Denmark, Año: 2022, Mes: 3, Vuelos: 4
Nacionalidad: Denmark, Año: 2022, Mes: 4, Vuelos: 3
Nacionalidad: Denmark, Año: 2022, Mes: 5, Vuelos: 5
Nacionalidad: Denmark, Año: 2022, Mes: 6, Vuelos: 2
Nacionalidad: Denmark, Año: 2022, Mes: 7, Vuelos: 9
Nacionalidad: Denmark, Año: 2022, Mes: 8, Vuelos: 4
Nacionalidad: Denmark, Año: 2022, Mes: 9, Vuelos: 3
Nacionalidad: Denmark, Año: 2022, Mes: 10, Vuelos: 8
Nacionalidad: Denmark, Año: 2022, Mes: 11, Vuelos: 5
Nacionalidad: Denmark, Año: 2022, Mes: 12, Vuelos: 8
Nacionalidad: Djibouti, Año: 2022, Mes: 2, Vuelos: 1
Nacionalidad: Djibouti, Año: 2022, Mes: 4, Vuelos: 1
Nacionalidad: Djibouti, Año: 2022, Mes: 5, Vuelos: 1
Nacionalidad: Djibouti, Año: 2022, Mes: 7, Vuelos: 4
Nacionalidad: Djibouti, Año: 2022, Mes: 8, Vuelos: 2
Nacionalidad: Djibouti, Año: 2022, Mes: 9, Vuelos: 1
Nacionalidad: Djibouti, Año: 2022, Mes: 10, Vuelos: 3
Nacionalidad: Djibouti, Año: 2022, Mes: 11, Vuelos: 1
Nacionalidad: Dominica, Año: 2022, Mes: 1, Vuelos: 2
Nacionalidad: Dominica, Año: 2022, Mes: 2, Vuelos: 1
Nacionalidad: Dominica, Año: 2022, Mes: 4, Vuelos: 2
Nacionalidad: Dominica, Año: 2022, Mes: 5, Vuelos: 1
Nacionalidad: Dominica, Año: 2022, Mes: 6, Vuelos: 3
Nacionalidad: Dominica, Año: 2022, Mes: 8, Vuelos: 1
Nacionalidad: Dominica, Año: 2022, Mes: 9, Vuelos: 2
Nacionalidad: Dominica, Año: 2022, Mes: 10, Vuelos: 2
Nacionalidad: Dominica, Año: 2022, Mes: 11, Vuelos: 1
Nacionalidad: Dominica, Año: 2022, Mes: 12, Vuelos: 3
Nacionalidad: Dominican Republic, Año: 2022, Mes: 1, Vuelos: 13
Nacionalidad: Dominican Republic, Año: 2022, Mes: 2, Vuelos: 10
Nacionalidad: Dominican Republic, Año: 2022, Mes: 3, Vuelos: 14
Nacionalidad: Dominican Republic, Año: 2022, Mes: 4, Vuelos: 19
Nacionalidad: Dominican Republic, Año: 2022, Mes: 5, Vuelos: 19
Nacionalidad: Dominican Republic, Año: 2022, Mes: 6, Vuelos: 17
Nacionalidad: Dominican Republic, Año: 2022, Mes: 7, Vuelos: 16
Nacionalidad: Dominican Republic, Año: 2022, Mes: 8, Vuelos: 17
Nacionalidad: Dominican Republic, Año: 2022, Mes: 9, Vuelos: 15
Nacionalidad: Dominican Republic, Año: 2022, Mes: 10, Vuelos: 16
Nacionalidad: Dominican Republic, Año: 2022, Mes: 11, Vuelos: 16
Nacionalidad: Dominican Republic, Año: 2022, Mes: 12, Vuelos: 13
Nacionalidad: East Timor, Año: 2022, Mes: 2, Vuelos: 3
Nacionalidad: East Timor, Año: 2022, Mes: 3, Vuelos: 1
Nacionalidad: East Timor, Año: 2022, Mes: 4, Vuelos: 3
Nacionalidad: East Timor, Año: 2022, Mes: 5, Vuelos: 1
Nacionalidad: East Timor, Año: 2022, Mes: 7, Vuelos: 2
Nacionalidad: East Timor, Año: 2022, Mes: 8, Vuelos: 3
Nacionalidad: East Timor, Año: 2022, Mes: 9, Vuelos: 1
Nacionalidad: East Timor, Año: 2022, Mes: 12, Vuelos: 1
Nacionalidad: Ecuador, Año: 2022, Mes: 1, Vuelos: 12
Nacionalidad: Ecuador, Año: 2022, Mes: 2, Vuelos: 7
Nacionalidad: Ecuador, Año: 2022, Mes: 3, Vuelos: 15
Nacionalidad: Ecuador, Año: 2022, Mes: 4, Vuelos: 9
Nacionalidad: Ecuador, Año: 2022, Mes: 5, Vuelos: 12
Nacionalidad: Ecuador, Año: 2022, Mes: 6, Vuelos: 12
Nacionalidad: Ecuador, Año: 2022, Mes: 7, Vuelos: 9
Nacionalidad: Ecuador, Año: 2022, Mes: 8, Vuelos: 6
Nacionalidad: Ecuador, Año: 2022, Mes: 9, Vuelos: 10
Nacionalidad: Ecuador, Año: 2022, Mes: 10, Vuelos: 11
Nacionalidad: Ecuador, Año: 2022, Mes: 11, Vuelos: 6
Nacionalidad: Ecuador, Año: 2022, Mes: 12, Vuelos: 18
Nacionalidad: Egypt, Año: 2022, Mes: 1, Vuelos: 19
Nacionalidad: Egypt, Año: 2022, Mes: 2, Vuelos: 7
Nacionalidad: Egypt, Año: 2022, Mes: 3, Vuelos: 15
Nacionalidad: Egypt, Año: 2022, Mes: 4, Vuelos: 10
Nacionalidad: Egypt, Año: 2022, Mes: 5, Vuelos: 16
Nacionalidad: Egypt, Año: 2022, Mes: 6, Vuelos: 15
Nacionalidad: Egypt, Año: 2022, Mes: 7, Vuelos: 20
Nacionalidad: Egypt, Año: 2022, Mes: 8, Vuelos: 13
Nacionalidad: Egypt, Año: 2022, Mes: 9, Vuelos: 11
Nacionalidad: Egypt, Año: 2022, Mes: 10, Vuelos: 18
Nacionalidad: Egypt, Año: 2022, Mes: 11, Vuelos: 4
Nacionalidad: Egypt, Año: 2022, Mes: 12, Vuelos: 11
Nacionalidad: El Salvador, Año: 2022, Mes: 1, Vuelos: 8
Nacionalidad: El Salvador, Año: 2022, Mes: 2, Vuelos: 6
Nacionalidad: El Salvador, Año: 2022, Mes: 3, Vuelos: 12
Nacionalidad: El Salvador, Año: 2022, Mes: 4, Vuelos: 5
Nacionalidad: El Salvador, Año: 2022, Mes: 5, Vuelos: 6
Nacionalidad: El Salvador, Año: 2022, Mes: 6, Vuelos: 1
Nacionalidad: El Salvador, Año: 2022, Mes: 7, Vuelos: 8
Nacionalidad: El Salvador, Año: 2022, Mes: 8, Vuelos: 3
Nacionalidad: El Salvador, Año: 2022, Mes: 9, Vuelos: 7
Nacionalidad: El Salvador, Año: 2022, Mes: 10, Vuelos: 3
Nacionalidad: El Salvador, Año: 2022, Mes: 11, Vuelos: 12
Nacionalidad: El Salvador, Año: 2022, Mes: 12, Vuelos: 5
Nacionalidad: Equatorial Guinea, Año: 2022, Mes: 1, Vuelos: 3
Nacionalidad: Equatorial Guinea, Año: 2022, Mes: 3, Vuelos: 1
Nacionalidad: Equatorial Guinea, Año: 2022, Mes: 4, Vuelos: 1
Nacionalidad: Equatorial Guinea, Año: 2022, Mes: 5, Vuelos: 1
Nacionalidad: Equatorial Guinea, Año: 2022, Mes: 6, Vuelos: 1
Nacionalidad: Equatorial Guinea, Año: 2022, Mes: 8, Vuelos: 3
Nacionalidad: Equatorial Guinea, Año: 2022, Mes: 9, Vuelos: 1
Nacionalidad: Equatorial Guinea, Año: 2022, Mes: 10, Vuelos: 1
Nacionalidad: Equatorial Guinea, Año: 2022, Mes: 11, Vuelos: 1
Nacionalidad: Eritrea, Año: 2022, Mes: 1, Vuelos: 1
Nacionalidad: Eritrea, Año: 2022, Mes: 3, Vuelos: 1
Nacionalidad: Eritrea, Año: 2022, Mes: 5, Vuelos: 2
Nacionalidad: Eritrea, Año: 2022, Mes: 7, Vuelos: 2
Nacionalidad: Eritrea, Año: 2022, Mes: 8, Vuelos: 1
Nacionalidad: Eritrea, Año: 2022, Mes: 11, Vuelos: 2
Nacionalidad: Estonia, Año: 2022, Mes: 1, Vuelos: 9
Nacionalidad: Estonia, Año: 2022, Mes: 2, Vuelos: 8
Nacionalidad: Estonia, Año: 2022, Mes: 3, Vuelos: 4
Nacionalidad: Estonia, Año: 2022, Mes: 4, Vuelos: 10
Nacionalidad: Estonia, Año: 2022, Mes: 5, Vuelos: 7
Nacionalidad: Estonia, Año: 2022, Mes: 6, Vuelos: 5
Nacionalidad: Estonia, Año: 2022, Mes: 7, Vuelos: 3
Nacionalidad: Estonia, Año: 2022, Mes: 8, Vuelos: 7
Nacionalidad: Estonia, Año: 2022, Mes: 9, Vuelos: 3
Nacionalidad: Estonia, Año: 2022, Mes: 10, Vuelos: 7
Nacionalidad: Estonia, Año: 2022, Mes: 11, Vuelos: 5
Nacionalidad: Estonia, Año: 2022, Mes: 12, Vuelos: 4
Nacionalidad: Ethiopia, Año: 2022, Mes: 1, Vuelos: 16
Nacionalidad: Ethiopia, Año: 2022, Mes: 2, Vuelos: 9
Nacionalidad: Ethiopia, Año: 2022, Mes: 3, Vuelos: 11
Nacionalidad: Ethiopia, Año: 2022, Mes: 4, Vuelos: 5
Nacionalidad: Ethiopia, Año: 2022, Mes: 5, Vuelos: 8
Nacionalidad: Ethiopia, Año: 2022, Mes: 6, Vuelos: 18
Nacionalidad: Ethiopia, Año: 2022, Mes: 7, Vuelos: 11
Nacionalidad: Ethiopia, Año: 2022, Mes: 8, Vuelos: 9
Nacionalidad: Ethiopia, Año: 2022, Mes: 9, Vuelos: 12
Nacionalidad: Ethiopia, Año: 2022, Mes: 10, Vuelos: 17
Nacionalidad: Ethiopia, Año: 2022, Mes: 11, Vuelos: 12
Nacionalidad: Ethiopia, Año: 2022, Mes: 12, Vuelos: 15
Nacionalidad: Falkland Islands, Año: 2022, Mes: 3, Vuelos: 1
Nacionalidad: Falkland Islands, Año: 2022, Mes: 5, Vuelos: 1
Nacionalidad: Faroe Islands, Año: 2022, Mes: 6, Vuelos: 1
Nacionalidad: Faroe Islands, Año: 2022, Mes: 7, Vuelos: 1
Nacionalidad: Faroe Islands, Año: 2022, Mes: 8, Vuelos: 1
Nacionalidad: Faroe Islands, Año: 2022, Mes: 9, Vuelos: 1
Nacionalidad: Faroe Islands, Año: 2022, Mes: 10, Vuelos: 2
Nacionalidad: Faroe Islands, Año: 2022, Mes: 11, Vuelos: 1
Nacionalidad: Faroe Islands, Año: 2022, Mes: 12, Vuelos: 1
Nacionalidad: Fiji, Año: 2022, Mes: 1, Vuelos: 1
Nacionalidad: Fiji, Año: 2022, Mes: 3, Vuelos: 1
Nacionalidad: Fiji, Año: 2022, Mes: 8, Vuelos: 1
Nacionalidad: Fiji, Año: 2022, Mes: 10, Vuelos: 1
Nacionalidad: Fiji, Año: 2022, Mes: 11, Vuelos: 1
Nacionalidad: Finland, Año: 2022, Mes: 1, Vuelos: 30
Nacionalidad: Finland, Año: 2022, Mes: 2, Vuelos: 21
Nacionalidad: Finland, Año: 2022, Mes: 3, Vuelos: 28
Nacionalidad: Finland, Año: 2022, Mes: 4, Vuelos: 28
Nacionalidad: Finland, Año: 2022, Mes: 5, Vuelos: 20
Nacionalidad: Finland, Año: 2022, Mes: 6, Vuelos: 39
Nacionalidad: Finland, Año: 2022, Mes: 7, Vuelos: 37
Nacionalidad: Finland, Año: 2022, Mes: 8, Vuelos: 29
Nacionalidad: Finland, Año: 2022, Mes: 9, Vuelos: 23
Nacionalidad: Finland, Año: 2022, Mes: 10, Vuelos: 22
Nacionalidad: Finland, Año: 2022, Mes: 11, Vuelos: 27
Nacionalidad: Finland, Año: 2022, Mes: 12, Vuelos: 26
Nacionalidad: France, Año: 2022, Mes: 1, Vuelos: 179
Nacionalidad: France, Año: 2022, Mes: 2, Vuelos: 125
Nacionalidad: France, Año: 2022, Mes: 3, Vuelos: 140
Nacionalidad: France, Año: 2022, Mes: 4, Vuelos: 122
Nacionalidad: France, Año: 2022, Mes: 5, Vuelos: 153
Nacionalidad: France, Año: 2022, Mes: 6, Vuelos: 147
Nacionalidad: France, Año: 2022, Mes: 7, Vuelos: 155
Nacionalidad: France, Año: 2022, Mes: 8, Vuelos: 177
Nacionalidad: France, Año: 2022, Mes: 9, Vuelos: 140
Nacionalidad: France, Año: 2022, Mes: 10, Vuelos: 149
Nacionalidad: France, Año: 2022, Mes: 11, Vuelos: 116
Nacionalidad: France, Año: 2022, Mes: 12, Vuelos: 139
Nacionalidad: French Guiana, Año: 2022, Mes: 2, Vuelos: 1
Nacionalidad: French Guiana, Año: 2022, Mes: 3, Vuelos: 1
Nacionalidad: French Polynesia, Año: 2022, Mes: 1, Vuelos: 2
Nacionalidad: French Polynesia, Año: 2022, Mes: 2, Vuelos: 2
Nacionalidad: French Polynesia, Año: 2022, Mes: 4, Vuelos: 2
Nacionalidad: French Polynesia, Año: 2022, Mes: 5, Vuelos: 1
Nacionalidad: French Polynesia, Año: 2022, Mes: 6, Vuelos: 2
Nacionalidad: French Polynesia, Año: 2022, Mes: 7, Vuelos: 3
Nacionalidad: French Polynesia, Año: 2022, Mes: 8, Vuelos: 6
Nacionalidad: French Polynesia, Año: 2022, Mes: 9, Vuelos: 4
Nacionalidad: French Polynesia, Año: 2022, Mes: 10, Vuelos: 1
Nacionalidad: French Polynesia, Año: 2022, Mes: 11, Vuelos: 3
Nacionalidad: French Polynesia, Año: 2022, Mes: 12, Vuelos: 6
Nacionalidad: French Southern Territories, Año: 2022, Mes: 3, Vuelos: 1
Nacionalidad: French Southern Territories, Año: 2022, Mes: 8, Vuelos: 1
Nacionalidad: Gabon, Año: 2022, Mes: 1, Vuelos: 2
Nacionalidad: Gabon, Año: 2022, Mes: 2, Vuelos: 2
Nacionalidad: Gabon, Año: 2022, Mes: 4, Vuelos: 1
Nacionalidad: Gabon, Año: 2022, Mes: 6, Vuelos: 2
Nacionalidad: Gabon, Año: 2022, Mes: 7, Vuelos: 2
Nacionalidad: Gabon, Año: 2022, Mes: 8, Vuelos: 4
Nacionalidad: Gabon, Año: 2022, Mes: 9, Vuelos: 1
Nacionalidad: Gabon, Año: 2022, Mes: 10, Vuelos: 1
Nacionalidad: Gabon, Año: 2022, Mes: 11, Vuelos: 1
Nacionalidad: Gabon, Año: 2022, Mes: 12, Vuelos: 1
Nacionalidad: Gambia, Año: 2022, Mes: 1, Vuelos: 3
Nacionalidad: Gambia, Año: 2022, Mes: 2, Vuelos: 7
Nacionalidad: Gambia, Año: 2022, Mes: 3, Vuelos: 6
Nacionalidad: Gambia, Año: 2022, Mes: 4, Vuelos: 2
Nacionalidad: Gambia, Año: 2022, Mes: 5, Vuelos: 4
Nacionalidad: Gambia, Año: 2022, Mes: 6, Vuelos: 4
Nacionalidad: Gambia, Año: 2022, Mes: 7, Vuelos: 3
Nacionalidad: Gambia, Año: 2022, Mes: 8, Vuelos: 5
Nacionalidad: Gambia, Año: 2022, Mes: 9, Vuelos: 8
Nacionalidad: Gambia, Año: 2022, Mes: 10, Vuelos: 4
Nacionalidad: Gambia, Año: 2022, Mes: 11, Vuelos: 4
Nacionalidad: Gambia, Año: 2022, Mes: 12, Vuelos: 4
Nacionalidad: Georgia, Año: 2022, Mes: 1, Vuelos: 6
Nacionalidad: Georgia, Año: 2022, Mes: 2, Vuelos: 7
Nacionalidad: Georgia, Año: 2022, Mes: 3, Vuelos: 5
Nacionalidad: Georgia, Año: 2022, Mes: 4, Vuelos: 8
Nacionalidad: Georgia, Año: 2022, Mes: 5, Vuelos: 7
Nacionalidad: Georgia, Año: 2022, Mes: 6, Vuelos: 7
Nacionalidad: Georgia, Año: 2022, Mes: 7, Vuelos: 5
Nacionalidad: Georgia, Año: 2022, Mes: 8, Vuelos: 5
Nacionalidad: Georgia, Año: 2022, Mes: 9, Vuelos: 6
Nacionalidad: Georgia, Año: 2022, Mes: 10, Vuelos: 7
Nacionalidad: Georgia, Año: 2022, Mes: 11, Vuelos: 10
Nacionalidad: Georgia, Año: 2022, Mes: 12, Vuelos: 4
Nacionalidad: Germany, Año: 2022, Mes: 1, Vuelos: 16
Nacionalidad: Germany, Año: 2022, Mes: 2, Vuelos: 12
Nacionalidad: Germany, Año: 2022, Mes: 3, Vuelos: 19
Nacionalidad: Germany, Año: 2022, Mes: 4, Vuelos: 18
Nacionalidad: Germany, Año: 2022, Mes: 5, Vuelos: 12
Nacionalidad: Germany, Año: 2022, Mes: 6, Vuelos: 8
Nacionalidad: Germany, Año: 2022, Mes: 7, Vuelos: 11
Nacionalidad: Germany, Año: 2022, Mes: 8, Vuelos: 16
Nacionalidad: Germany, Año: 2022, Mes: 9, Vuelos: 13
Nacionalidad: Germany, Año: 2022, Mes: 10, Vuelos: 21
Nacionalidad: Germany, Año: 2022, Mes: 11, Vuelos: 14
Nacionalidad: Germany, Año: 2022, Mes: 12, Vuelos: 14
Nacionalidad: Ghana, Año: 2022, Mes: 1, Vuelos: 3
Nacionalidad: Ghana, Año: 2022, Mes: 2, Vuelos: 4
Nacionalidad: Ghana, Año: 2022, Mes: 3, Vuelos: 6
Nacionalidad: Ghana, Año: 2022, Mes: 4, Vuelos: 9
Nacionalidad: Ghana, Año: 2022, Mes: 5, Vuelos: 5
Nacionalidad: Ghana, Año: 2022, Mes: 6, Vuelos: 3
